1label,1real,1a,1b,1c,1d,2label,2real,2a,2b,2c,2d,3label,3real,3a,3b,3c,3d,4label,4real,4a,4b,4c,4d,5label,5real,5a,5b,5c,5d
African Americans,1,Denzel Washington,Barack Obama,Kamala Harris,Tupac Shakur,television film,0,Contemporary Exhibition,Blue Lagoon: The Awakening,seed plants,Arthur Laughs,horror film,1,Resident Evil: Retribution,Prometheus,The Addams Family,Addams Family Values,Turks,1,Turks in Germany,Germany,Turkey,Bahaeddin Şakir,African Americans,1,Venus Williams,Tupac Shakur,United States of America,Christopher Scarver
guitarist,0,Secrets of the Lost Ark,Operation Fortune: Ruse de guerre,Call of the Wild,Tommy Lee,sport film,1,Moneyball,Fighting with My Family,Point Break,Champion of the World,television film,1,Titanic,The Hound of the Baskervilles,South Park The Streaming Wars,Conspiracy,crime film,1,Knives Out,The Gentlemen,Amsterdam,The Crown,economist,1,Olena Kravets,Alexander Hamilton,Jens Stoltenberg,Mikhail Mishustin
landscape painter,1,Victor Popkov,Jacob van Ruisdael,Fritz Mackensen,Thomas Gainsborough,BBC 100 Women,1,Bella Thorne,Priyanka Chopra,Michelle Yeoh,Olena Zelenska,sport film,1,Jerry Maguire,Moneyball,The Cannonball Run,Dangal,biologist,0,Anna Athlete,Shyamala Gopalan,Dmitry Formulary,Colin Farrell,children's film,1,Space Jam: A New Legacy,Home Alone,Dr. Seuss' How the Grinch Stole Christmas,Minions
guitarist,1,Harry Styles,John Lennon,Sergey Bezrukov,Freddie Mercury,African Americans,1,Morgan Freeman,United States of America,Venus Williams,Denzel Washington,Italians,0,UFO: Enemy Unknown,Chronicles of Darkness,Thunder Force,Mario,athlete,1,Nikolai Fomenko,Brandon Curry,Tyson Fury,Polina Iodis,plant,1,Tracheophyta,seed plants,perennial plant,root
Indians,1,vagina dentata,Anish Kapoor,Anglo-Indian people,king asleep in mountain,Internet meme,1,revenge porn,shock site,Chuck Norris,lean,animal,0,Bilateria,Secrets of Hidden Truths,Sid Meier's Pirates!,Network Adventure,romance film,1,The Grand Budapest Hotel,The Divergent Series: Insurgent,The Little Mermaid,365 Days: This Day,animated film,1,DC League of Super-Pets,The Grinch,Kvartal 95,DreamWorks Animation
philosopher,0,Mikhail Williams,Natalia Programmer,Jesse Plemons,Fyodor Dostoyevsky,pianist,1,Freddie Mercury,Jamie Foxx,Paul McCartney,Lenny Kravitz,crime television series,1,The Sopranos,Twin Peaks,Law & Order: Special Victims Unit,Law & Order,rapper,1,Eldzhey,John Cena,H.P. Baxxter,Kanye West,basketball player,1,Kevin Nash,Juan Hernangómez,LeBron James,Pat Riley
children's film,1,Pinocchio,Emil i Lönneberga,Harry Potter and the Order of the Phoenix,Spirited Away,comedy television series,1,Star Trek: Lower Decks,Supernatural,Star Wars: The Clone Wars,The Simpsons,sportsperson,1,Dmytro Maksymov,Summer McIntosh,Sergei Anokhin,sports commentator,plant,0,Space Fusion,Melodic Worldviews,Pimpinella anisum,Vitalik Buterin,war film,1,War for the Planet of the Apes,Wonder Woman,Inglourious Basterds,Dunkirk
Americans,1,Ava Gardner,Chinese Americans,Dorothy Vaughan,Igor Sikorsky,historical film,1,Champion of the World,Amsterdam,Union of Salvation,Land of Legends,animal,1,Lama glama,number of the beast,invertebrate,Francis of Assisi,3D film,0,MAXXI – National Museum of the 21st Century Arts,Guardians of the Galaxy Vol. 2,Secrets of Hidden Truths,Magical Fantasy,romance film,1,Asteroid City,The Karate Kid,The Danish Girl,Storm of Love
basketball player,1,Juan Hernangómez,Alexander Belov,Michael Jordan,Nick Nolte,pianist,1,Taylor Swift,Tom Kaulitz,Benedict XVI,Richard Wagner,philosopher,0,Impulse of Creativity,Dmitry Landscapes,Karl Marx,Wonder Woman,women's rights activist,1,Gudrun Ensslin,Valerie Solanas,Alexandra Kollontai,Virginia Woolf,television film,1,Addams Family Reunion,Descendants,South Park The Streaming Wars,The Wannsee Conference
single player video game,1,Call of Duty: Vanguard,Elden Ring,Poppy Playtime,Need for Speed: Hot Pursuit,plant,1,elephant,flora,C4 carbon fixation,fungus,single player video game,1,Uncharted: Drake's Fortune,Elden Ring,Resident Evil,The Last of Us Part II,fashion designer,0,Rooney Mara,Kingdom of Heaven,Elena Economicova,Mount Elbrus,strategy video game,1,Tamagotchi,Total War: Three Kingdoms,Worms,Clash of Clans
jazz musician,0,Emin Agalarov,Keys to Power,"The Karate Kid, Part III",Chronicles of Horror,pianist,1,Chris Cornell,Tom Kaulitz,Benedict XVI,Alla Pugacheva,sculpture,1,Lion man of the Hohlenstein Stadel,Venus de Milo,Laocoön and His Sons,Moses,stand up comedian,1,Chris Rock,Jemaine Clement,Ricky Gervais,Sergey Pakhomov,historical film,1,Downfall,The Northman,Oliver Reed,Midway
city in the United States,1,New York City,Juneau,Palo Alto,Miami,television film,0,Anna Bassova,Dean Martin,Vladimir Workshop,Titanic,drama television series,1,The Lord of the Rings: The Rings of Power,Dark,Peaky Blinders,The Witcher,plant,1,useful plant,carnivorous plant,fungus,evergreen plant,rapper,1,Tupac Shakur,Oxxxymiron,Quavo,August Alsina
crime television series,0,The Blacklist,Fun Adventures,Rises of Innovations,Moderna Museet,spy film,1,Operation Fortune: Ruse de guerre,Quantum of Solace,The World Is Not Enough,The King's Man,political scientist,1,Bhimrao Ramji Ambedkar,Woodrow Wilson,Sergei Khrushchev,Voltaire,single player video game,1,Call of Duty 4: Modern Warfare,Assassin's Creed Valhalla,Need for Speed: Hot Pursuit,Call of Duty: Modern Warfare,war film,1,Wonder Woman 1984,War for the Planet of the Apes,Rogue One,Das Boot
anime film,1,Demon Slayer: Kimetsu no Yaiba the Movie: Mugen Train,Princess Mononoke,Evangelion: 3.0+1.0 Thrice Upon a Time,Belle,economist,0,George Wilson,Stars of the Women's World,Overseas Chinese,Joseph P. Kennedy Sr.,Italians,1,Australia,Sandro Botticelli,Michelangelo,Raphael,music genre,1,rapping,heavy metal,electronic dance music,Neue Deutsche Welle,painter,1,"Victoria, Princess Royal",Katherine García,Johann Wolfgang von Goethe,Wilhelm II
multiplayer video game,1,Need for Speed: Hot Pursuit,League of Legends,S.T.A.L.K.E.R.: Shadow of Chernobyl,Assassin's Creed IV: Black Flag,mountain,0,Alexey Guitarov,Panda Virusovskaya,Panthera uncia,Home Alone 4,cinematic fairy tale,1,Me Too,Three Nuts for Cinderella,The Little Mermaid,Die Geschichte vom kleinen Muck,guitarist,1,Sergey Bezrukov,Richard Kruspe,Tom Kaulitz,Adam Sandler,romance film,1,After We Fell,The French Dispatch,"The Karate Kid, Part III",Good Will Hunting
computer scientist,1,Sergey Brin,Arkady Volozh,Larry Page,Jack Dorsey,programmer,0,Dunkirk,Ivan Chordov,Mask of Mystery,Steve Wozniak,sport film,1,Champion of the World,Jackass 3D,Ice 2,Moneyball,strategy video game,1,Total War Saga: Thrones of Britannia,Sid Meier's Pirates!,Tamagotchi,Neighbours from Hell,rapper,1,Tupac Shakur,Kanye West,Jaden Smith,Oxxxymiron
city in the United States,1,San Francisco,Atlanta,New York City,Palo Alto,city in the United States,1,Houston,Los Angeles,Cambridge,"Washington, D.C.",political scientist,1,Benjamin Netanyahu,Hubertus Heil,Aleksandr Dugin,Sergei Khrushchev,athlete,0,grunge,Elena Landscapeva,Battle for Freedom,Vladimir Turchinsky,political scientist,1,Bhimrao Ramji Ambedkar,Christopher Hitchens,Benjamin Netanyahu,Janine Wissler
historical film,1,The King,Downfall,Das Boot,Gone with the Wind,Germans,1,Austria,Poland,Ludwig van Beethoven,Australia,television film,0,For Your Love Only,Arkady Volozh,Kings of Crime,Natalia Programmerova,engineer,1,Jimmy Carter,Leonid Brezhnev,Herbert Hoover,George Washington,animal,1,carnivore,dinosaur,Bayeux Embroidery,Cryptoprocta ferox
martial arts film,1,Jet Li,Shang-Chi and the Legend of the Ten Rings,Kill Bill Volume 2,Jackie Chan,painter,1,Grimes,"Victoria, Princess Royal",Viktor Tsoi,Paul McCartney,martial arts film,1,Kill Bill Volume 1,Mortal Kombat,Brandon Lee,The Karate Kid,philosopher,0,Thomas Jefferson,Hearts in Silhouettes,Journey to the Third Dimension,Doom 3,comedy television series,1,The Fall Guy,Wednesday,Friends,Peacemaker
English people,1,Australia,Lucian Freud,George Orwell,Isaac Newton,jazz musician,1,Dean Martin,Viggo Mortensen,Sergey Kuryokhin,Clint Eastwood,mountain,1,Mount Elbrus,Dufourspitze,Monte Carlo,Mount Everest,city in the United States,0,Rises of Innovations,Twilight Saxophone,Kingsman: The Golden Circle,New York City,sportsperson,1,Dmytro Maksymov,Alex Shibutani,Amandine Henry,sports commentator
women's rights activist,1,Linda Lovelace,Alexandra Kollontai,Bhimrao Ramji Ambedkar,Gloria Steinem,sport film,1,Point Break,Dangal,Moneyball,Champion of the World,Italians,1,Michelangelo,Donatello,Mario,Tarcisio Bertone,sports video game,0,Roger Lodge,Keys to Power,racing video game,Alexander Mathematician,scientist,1,Thirteenth Doctor,scientific method,Zack Snyder,Operation Paperclip
music video game,1,Space Channel 5,Guitar Hero II,Sayonara Wild Hearts,Just Dance,political scientist,1,Zbigniew Brzezinski,Marina Litvinovich,Olha Shariy,Aleksandr Dugin,biologist,1,Jacques Cousteau,David Attenborough,Lizard,biology,computer scientist,1,Alan Turing,Edward Snowden,Pavel Valeryevich Durov,Eduardo Saverin,Turks,0,Code of Centuries,Turkic peoples,Phil Collins,Alexey Building
BBC 100 Women,1,Billie Eilish,Alla Pugacheva,Asha Bhosle,Ursula von der Leyen,city in the United States,0,Beyond Role,Tupac Shakur,Polar Adventures,Atlanta,economist,1,Lutz Graf Schwerin von Krosigk,Mikhail Gorbachev,Rinat Akhmetov,Petro Poroshenko,romance film,1,After We Collided,Top Gun,West Side Story,The Grand Budapest Hotel,bass guitarist,1,Brian Wilson,Gleb Samoylov,Jermaine Jackson,Claus Fischer
President of the United States,1,George W. Bush,George H. W. Bush,United States Armed Forces,Donald Trump,sculpture,1,Capitoline Wolf,death mask,Bacchus,terracotta,athlete,1,Toni Schumacher,Joey Kelly,Kevin Peter Hall,Dave Bautista,museum of modern art,0,Enchanted Forest,Whiplash,Pitti Palace,Alexander Portretov,action film,1,Jurassic World Dominion,Guardians of the Galaxy Vol. 3,Spider-Man: No Way Home,Spider-Man: Far from Home
crime film,1,The Gentlemen,Once Upon a Time in Hollywood,Glass Onion: A Knives Out Mystery,Brother 2,martial arts film,1,Jackie Chan,Kill Bill Volume 2,Mortal Kombat,Jack Reacher,city in the United States,1,Houston,Seattle,Palo Alto,Atlanta,action film,1,No Time to Die,Guardians of the Galaxy Vol. 3,The Marvels,Thor: Love and Thunder,sports video game,0,Pyre,Kyffhäuser Monument,Battle for Triumph,Solo Quest
women's rights activist,1,Alexandra Kollontai,Waris Dirie,Clara Zetkin,Eva Perón,crime film,1,Batgirl,Inventing Anna,Glass Onion: A Knives Out Mystery,The Godfather Part II,landscape painter,0,Victor Popkov,Dark,Tennis Mastery,Tuscany: Land of Passion,biologist,1,Jacques Cousteau,biology,Richard Dawkins,Maria Vorontsova,Turks,1,Turkey,Karamanlides,The Turk,Kemal Kılıçdaroğlu
computer scientist,0,The Phoenix Project,The Crown,Steve Wozniak,Animated Chronicles,mountain,1,Mount Everest,Mount Athos,Mount Elbrus,Montana,war film,1,Guy Ritchie's The Covenant,Wonder Woman,Union of Salvation,Das Boot,women's rights activist,1,Sophia Perovskaya,Eleanor Roosevelt,Friedrich Engels,Betty Ford,President of the United States,1,Jimmy Carter,United States of America,Franklin Delano Roosevelt,United States Armed Forces
crime television series,1,The Sopranos,Brigada,The Boys,The Blacklist,economist,1,Viktor Yushchenko,Yulia Tymoshenko,Eduardo Saverin,Sergey Shoygu,mathematician,1,Boris Berezovsky,Ted Kaczynski,Joan Clarke,mathematics,landscape painter,1,landscape art,Victor Popkov,Emil Jakob Schindler,Carl Gustav Carus,sports video game,0,Joaquin Phoenix,Contemporary Exhibition,FIFA 23,Melodic Worldviews
anime film,0,Art Space,Princess Mononoke,Kanye West,Curse of the Abyss,jazz musician,1,Amy Winehouse,Clint Eastwood,Michelle Dockery,Charlie Watts,sport film,1,Jackass 3D,Hustle,The Cannonball Run,Fighting with My Family,music video game,1,Guitar Hero II,To be on Top,Patapon 2,Guitar Hero,sportsperson,1,motorsport marshal,athlete,Caroline Garcia,sports commentator
city in the United States,0,Atlanta,Alexey Building,Paul Landers,Animated Chronicles,jazz musician,1,Michelle Dockery,Dean Martin,Barbra Streisand,Phil Collins,drama television series,1,Peaky Blinders,Stranger Things,Game of Thrones,Dark,philosopher,1,Thomas Jefferson,philosophy,Alexander Hamilton,Raisa Gorbacheva,cinematic fairy tale,1,Beauty and the Beast (1991 film),Jack Frost,Die Geschichte vom kleinen Muck,Arabela
biologist,1,Rudolf Virchow,biology,Trofim Lysenko,Lizard,animal,1,dinosaur,Metazoa,Eumetazoa,Francis of Assisi,sport film,1,Rush,Days of Thunder,Jerry Maguire,King Richard,historical film,0,Land of Legends,Hidden Intrigues,Jokes on Level,Myanmar,Germans,1,Germany,Austria,Gal Gadot,Benedict XVI
horror film,0,Yulia Tymoshenko,Doctor Strange in the Multiverse of Madness,Maxim Beatmaker,Path to Change,sport film,1,King Richard,Jackass 3D,Jerry Maguire,Hustle,sport film,1,Days of Thunder,Moneyball,Hustle,Fighting with My Family,biologist,1,Vladimir Ivanovich Vernadsky,Anne Wojcicki,Nell Newman,Paul Ehrlich,anime film,1,The Boy and the Heron,Demon Slayer: Kimetsu no Yaiba the Movie: Mugen Train,Howl's Moving Castle,The Wind Rises
mathematician,1,Ted Kaczynski,Werner Heisenberg,John Forbes Nash,Joan Clarke,horror film,1,Morbius,Prometheus,Alien: Covenant,Nope,drama television series,1,Game of Thrones,The Book of Boba Fett,Stranger Things,Yellowstone,war film,1,Inglourious Basterds,Expend4bles,Dunkirk,War for the Planet of the Apes,Turks,0,Secrets of Hidden Truths,Elena Rappinskaya,Paul Bettany,Germany
3D film,1,Blade Runner 2049,Spider-Man: Homecoming,Suicide Squad,Fantastic Beasts and Where to Find Them,action film,1,The King's Man,Top Gun: Maverick,Spider-Man: No Way Home,Jurassic World Dominion,multiplayer video game,1,Call of Duty 4: Modern Warfare,Assassin's Creed IV: Black Flag,Tomb Raider,Elden Ring,sculpture,0,Jack Dorsey,Kyffhäuser Monument,Elena Numericalova,Alexey Building,Indians,1,vagina dentata,Vyasa,Australia,Anglo-Indian people
cinematic fairy tale,1,Arabela,Tangled,Beauty and the Beast,Brother Bear,romance film,1,Storm of Love,The Divergent Series: Insurgent,After Ever Happy,The Danish Girl,historical film,0,Derek Jacobi,Mark Johnson,Atlanta,Great Stories,spy film,1,Kingsman: The Golden Circle,Casino Royale,The King's Man,Mission: Impossible – Dead Reckoning Part One,multiplayer video game,1,Call of Duty: Modern Warfare 3,Grand Theft Auto V,Call of Duty: Modern Warfare,Call of Duty: Modern Warfare II
bass guitarist,0,Claus Fischer,Lonely Hero,God of War,Thompson,Germans,1,Benedict XVI,Austria,Germanic peoples,Ludwig van Beethoven,spy film,1,Tenet,Casino Royale,Kingsman: The Secret Service,Skyfall,computer scientist,1,Eduardo Saverin,Sergey Brin,Peter Thiel,Alan Turing,music genre,1,punk rock,post-punk,schlager music,Eurodance
guitarist,1,Yegor Letov,Paul McCartney,Shura Bi-2,Chris Martin,city in the United States,1,San Francisco,New Orleans,Los Angeles,"Washington, D.C.",3D film,0,Jurassic World,Smith,West Side Story,Andrey Biologists,architect,1,Alla Dudayeva,Albert Speer,"Prince Richard, Duke of Gloucester",Farah Pahlavi,philosopher,1,Thomas Jefferson,Leo Tolstoy,Fyodor Dostoyevsky,Mahatma Gandhi
horror film,1,Sony's Spider-Man Universe,Halloween Ends,Guillermo del Toro,Doctor Strange in the Multiverse of Madness,sportsperson,1,sport,coach,motorsport marshal,Amandine Henry,drama television series,1,How I Met Your Mother,Silver Spoon,Game of Thrones,Yellowstone,television film,0,Mikhail Dunkerov,Expend4bles,television pilot,Kings of Strategy,city in the United States,1,Juneau,Miami,Cambridge,Boston
mathematician,0,Carl Friedrich Gauss,Anna Basketballova,Agnelli family,Journey to the Third Dimension,Internet meme,1,Chuck Norris,Morbius,Pepe the Frog,Chuck Norris facts,science fiction television program,1,Lost,Star Trek: The Next Generation,Star Trek: Strange New Worlds,Westworld,historical film,1,Blonde,Downfall,Thomas Brodie-Sangster,Union of Salvation,television film,1,Friends: The Reunion,Sherlock Holmes and Dr. Watson,The Wannsee Conference,Blue Lagoon: The Awakening
animated film,1,Studio Ghibli,The Addams Family,Sing 2,Frozen II,sports video game,0,AEW Fight Forever,Labyrinths of Crime,California,Chikatilo,spy film,1,Kingsman: The Secret Service,xXx Return of Xander Cage,Die Another Day,Casino Royale,mathematician,1,Werner Heisenberg,Immanuel Kant,Boris Grebenshchikov,Lee Hsien Loong,basketball player,1,Mahershala Ali,Jerry Buss,Glory Johnson,Brittney Griner
spy film,0,Ivan Musical,Mark Johnson,Hindi,Tomorrow Never Dies,Turks,1,Turkish,Kemal Kılıçdaroğlu,Germany,Turkic peoples,Christmas film,1,Home Alone,Home Alone 4,National Lampoon's Christmas Vacation,Kennedy Center Honors,music video game,1,Just Dance,Dance Dance Revolution,Just Dance 2020,Guitar Hero III: Legends of Rock,sports video game,1,Tony Hawk's,Pyre,Tennis for Two,PainStation
jazz musician,1,Sergey Kuryokhin,Frank Sinatra,Clint Eastwood,Michelle Dockery,comedy television series,1,Jackass,Friends,The Transformers,The Fall Guy,Russians,1,Semyon Budyonny,Lev Yashin,Russian,Wassily Kandinsky,horror literature,1,Chuck Palahniuk,H. P. Lovecraft,Gothic literature,Max Brooks,adventure film,0,Secret Garden Magic,deciduous plant,The Marvels,Texas
romance film,1,After We Fell,365 Days: This Day,A Star Is Born,Titanic,tennis player,0,Priyanka Reddy,Rafael Nadal,Home Alone,Andrey Coderov,pianist,1,Brian May,Benedict XVI,Sergey Kuznetsov,Paul McCartney,guitarist,1,Sergey Bezrukov,Tommy Lee,Paul Bettany,Shura Bi-2,President of the United States,1,George H. W. Bush,George W. Bush,Ronald Reagan,Barack Obama
mystery film,1,Inception,Memento,Knives Out,Scream,historical film,1,Union of Salvation,Kingdom of Heaven,Ekaterina,Oppenheimer,3D film,0,Path to Victory,Kingdom of Games,Fantastic Beasts and Where to Find Them,Tenet,mountain,1,Aconcagua,stratovolcano,K2,Montana,cinematic fairy tale,1,Cinderella,Paddington,Jack Frost,The Thief of Bagdad
guitarist,1,Taylor Swift,River Phoenix,Tom Kaulitz,Adam Sandler,drummer,0,Vladimir Academicov,Great Stories,Ringo Starr,Will Smith–Chris Rock slapping incident,scientist,1,Leonardo da Vinci,Lionel Logue,Valentina Tazekenova,science,U.S. state,1,Colorado,Massachusetts,Wyoming,Georgia,horror film,1,Nope,Prometheus,Halloween Kills,Split
music video game,1,Just Dance 2022,Space Channel 5,Sayonara Wild Hearts,Hatsune Miku: Project DIVA,horror film,1,Hannibal,Alien: Covenant,Prometheus,Alien,athlete,1,Kevin Peter Hall,Vladimir Turchinsky,Raymond van Barneveld,Joey Kelly,horror film,1,Addams Family Values,Don't Worry Darling,Doctor Strange in the Multiverse of Madness,Halloween Ends,single player video game,0,Fun Adventures,Ivan Creative,Bhimrao Ramji Ambedkar,Call of Duty
